,sensor [K-33 ELG],,,
01/15/23 1:20:56.007,"1044","19.42","56.8",
01/15/23 1:21:56.009,"1042","19.42","56.8",
01/15/23 1:22:56.007,"1044","19.41","56.8",
01/15/23 1:23:56.002,"1043","19.4","56.77",
01/15/23 1:24:56.009,"1050","19.4","56.83",
01/15/23 1:25:56.002,"1051","19.4","56.83",
01/15/23 1:26:56.011,"1044","19.39","56.77",
01/15/23 1:27:56.009,"1045","19.37","56.8",
01/15/23 1:28:56.001,"1045","19.38","56.8",
01/15/23 1:29:56.011,"1045","19.36","56.86",
01/15/23 1:30:56.014,"1047","19.36","56.86",
01/15/23 1:31:56.000,"1047","19.36","56.86",
01/15/23 1:32:56.007,"1048","19.38","56.86",
01/15/23 1:33:56.012,"1043","19.36","56.83",
01/15/23 1:34:56.000,"1050","19.36","56.86",
01/15/23 1:35:56.002,"1052","19.36","56.86",
01/15/23 1:36:56.001,"1054","19.34","56.86",
01/15/23 1:37:56.010,"1051","19.33","56.86",
01/15/23 1:38:56.003,"1054","19.32","56.86",
01/15/23 1:39:56.012,"1046","19.34","56.83",
01/15/23 1:40:56.007,"1045","19.32","56.86",
01/15/23 1:41:56.012,"1041","19.32","56.83",
01/15/23 1:42:56.006,"1044","19.32","56.83",
01/15/23 1:43:56.000,"1040","19.3","56.83",
01/15/23 1:44:56.003,"1041","19.32","56.8",
01/15/23 1:45:56.007,"1044","19.32","56.83",
01/15/23 1:46:56.010,"1068","19.35","56.89",
01/15/23 1:47:56.000,"1102","19.39","57.17",
01/15/23 1:48:56.004,"1119","19.47","57.55",
01/15/23 1:49:56.009,"1115","19.58","57.11",
01/15/23 1:50:56.010,"1130","19.61","57.05",
01/15/23 1:51:56.014,"1099","19.63","56.64",
01/15/23 1:52:56.010,"1074","19.64","56.45",
01/15/23 1:53:56.008,"1081","19.62","56.45",
01/15/23 1:54:56.013,"1079","19.62","56.42",
01/15/23 1:55:56.016,"1078","19.6","56.42",
01/15/23 1:56:56.005,"1076","19.6","56.36",
01/15/23 1:57:56.011,"1067","19.6","56.36",
01/15/23 1:58:56.003,"1063","19.57","56.36",
01/15/23 1:59:56.010,"1062","19.57","56.36",
01/15/23 2:00:56.013,"1057","19.56","56.39",
01/15/23 2:01:56.016,"1063","19.54","56.45",
01/15/23 2:02:56.006,"1052","19.54","56.48",
01/15/23 2:03:56.015,"1056","19.52","56.48",
01/15/23 2:04:56.009,"1055","19.52","56.51",
01/15/23 2:05:56.012,"1060","19.51","56.55",
01/15/23 2:06:56.016,"1055","19.5","56.55",
01/15/23 2:07:56.008,"1057","19.48","56.55",
01/15/23 2:08:56.007,"1054","19.47","56.51",
01/15/23 2:09:56.013,"1056","19.48","56.51",
01/15/23 2:10:56.002,"1051","19.47","56.51",
01/15/23 2:11:56.006,"1043","19.44","56.45",
01/15/23 2:12:56.014,"1044","19.44","56.45",
01/15/23 2:13:56.006,"1038","19.43","56.45",
01/15/23 2:14:56.011,"1043","19.42","56.45",
01/15/23 2:15:56.015,"1037","19.43","56.45",
01/15/23 2:16:56.011,"1036","19.4","56.48",
01/15/23 2:17:56.002,"1036","19.4","56.48",
01/15/23 2:18:56.014,"1034","19.39","56.48",
01/15/23 2:19:56.004,"1031","19.38","56.48",
01/15/23 2:20:56.007,"1024","19.36","56.51",
01/15/23 2:21:56.009,"1026","19.37","56.48",
01/15/23 2:22:56.016,"1023","19.35","56.48",
01/15/23 2:23:56.010,"1025","19.34","56.45",
01/15/23 2:24:56.016,"1018","19.35","56.45",
01/15/23 2:25:56.016,"1013","19.32","56.48",
01/15/23 2:26:56.011,"1024","19.32","56.51",
01/15/23 2:27:56.004,"1019","19.32","56.45",
01/15/23 2:28:56.011,"1013","19.32","56.33",
01/15/23 2:29:56.011,"1008","19.32","56.33",
01/15/23 2:30:56.013,"1016","19.3","56.33",
01/15/23 2:31:56.017,"1020","19.28","56.51",
01/15/23 2:32:56.007,"1022","19.29","56.51",
01/15/23 2:33:56.011,"1018","19.28","56.51",
01/15/23 2:34:56.014,"1024","19.29","56.51",
01/15/23 2:35:56.017,"1024","19.27","56.55",
01/15/23 2:36:56.003,"1016","19.28","56.51",
01/15/23 2:37:56.017,"1019","19.28","56.48",
01/15/23 2:38:56.005,"1018","19.28","56.48",
01/15/23 2:39:56.009,"1015","19.27","56.45",
01/15/23 2:40:56.011,"1022","19.28","56.45",
01/15/23 2:41:56.015,"1020","19.27","56.45",
01/15/23 2:42:56.017,"1018","19.27","56.42",
01/15/23 2:43:56.011,"1010","19.25","56.42",
01/15/23 2:44:56.018,"1019","19.25","56.39",
01/15/23 2:45:56.005,"1015","19.23","56.42",
01/15/23 2:46:56.007,"1007","19.23","56.45",
01/15/23 2:47:56.012,"1004","19.21","56.45",
01/15/23 2:48:56.017,"1006","19.2","56.45",
01/15/23 2:49:56.006,"1004","19.19","56.45",
01/15/23 2:50:56.019,"1002","19.2","56.45",
01/15/23 2:51:56.009,"1006","19.18","56.42",
01/15/23 2:52:56.005,"1004","19.18","56.42",
01/15/23 2:53:56.005,"998","19.17","56.39",
01/15/23 2:54:56.012,"1000","19.16","56.42",
01/15/23 2:55:56.017,"999","19.14","56.39",
01/15/23 2:56:56.008,"997","19.14","56.33",
01/15/23 2:57:56.014,"1002","19.16","56.33",
01/15/23 2:58:56.006,"1000","19.16","56.33",
01/15/23 2:59:56.011,"1039","19.2","56.7",
01/15/23 3:00:56.012,"1052","19.27","56.67",
01/15/23 3:01:56.015,"1073","19.38","56.58",
01/15/23 3:02:56.007,"1100","19.44","56.7",
01/15/23 3:03:56.011,"1059","19.47","56.33",
01/15/23 3:04:56.017,"1021","19.5","55.7",
01/15/23 3:05:56.006,"1039","19.49","55.82",
01/15/23 3:06:56.011,"1042","19.49","55.79",
01/15/23 3:07:56.006,"1044","19.48","55.82",
01/15/23 3:08:56.006,"1028","19.47","55.73",
01/15/23 3:09:56.014,"1029","19.46","55.7",
01/15/23 3:10:56.021,"1032","19.46","55.76",
01/15/23 3:11:56.009,"1025","19.43","55.79",
01/15/23 3:12:56.014,"1022","19.42","55.76",
01/15/23 3:13:56.019,"1018","19.42","55.79",
01/15/23 3:14:56.015,"1018","19.4","55.86",
01/15/23 3:15:56.007,"1018","19.38","55.89",
01/15/23 3:16:56.013,"1011","19.37","55.89",
01/15/23 3:17:56.020,"1007","19.34","55.89",
01/15/23 3:18:56.009,"1010","19.34","55.89",
01/15/23 3:19:56.012,"1006","19.33","55.89",
01/15/23 3:20:56.016,"1004","19.32","55.92",
01/15/23 3:21:56.020,"1001","19.32","55.92",
01/15/23 3:22:56.012,"1007","19.29","55.92",
01/15/23 3:23:56.010,"1006","19.28","55.92",
01/15/23 3:24:56.020,"996","19.28","55.89",
01/15/23 3:25:56.019,"995","19.27","55.92",
01/15/23 3:26:56.012,"994","19.27","55.89",
01/15/23 3:27:56.011,"995","19.25","55.95",
01/15/23 3:28:56.018,"1000","19.23","55.95",
01/15/23 3:29:56.009,"998","19.24","55.95",
01/15/23 3:30:56.012,"994","19.23","55.95",
01/15/23 3:31:56.019,"994","19.24","55.86",
01/15/23 3:32:56.009,"984","19.24","55.76",
01/15/23 3:33:56.014,"989","19.23","55.76",
01/15/23 3:34:56.022,"993","19.22","55.76",
01/15/23 3:35:56.010,"987","19.2","55.89",
01/15/23 3:36:56.015,"989","19.21","55.89",
01/15/23 3:37:56.009,"990","19.18","55.98",
01/15/23 3:38:56.019,"993","19.18","55.98",
01/15/23 3:39:56.010,"988","19.18","55.95",
01/15/23 3:40:56.012,"993","19.18","55.98",
01/15/23 3:41:56.016,"988","19.16","55.98",
01/15/23 3:42:56.018,"991","19.17","55.92",
01/15/23 3:43:56.012,"986","19.16","55.95",
01/15/23 3:44:56.019,"996","19.16","55.95",
01/15/23 3:45:56.023,"989","19.15","55.92",
01/15/23 3:46:56.011,"988","19.14","55.89",
01/15/23 3:47:56.016,"986","19.14","55.89",
01/15/23 3:48:56.020,"987","19.12","55.92",
01/15/23 3:49:56.009,"987","19.12","55.95",
01/15/23 3:50:56.014,"989","19.11","55.95",
01/15/23 3:51:56.017,"992","19.08","55.95",
01/15/23 3:52:56.009,"992","19.09","55.92",
01/15/23 3:53:56.020,"991","19.08","55.95",
01/15/23 3:54:56.021,"995","19.09","55.95",
01/15/23 3:55:56.023,"998","19.08","55.98",
01/15/23 3:56:56.014,"995","19.06","55.95",
01/15/23 3:57:56.021,"997","19.06","55.98",
01/15/23 3:58:56.009,"998","19.06","56.01",
01/15/23 3:59:56.015,"1006","19.05","56.04",
01/15/23 4:00:56.019,"1003","19.04","56.08",
01/15/23 4:01:56.023,"1006","19.04","56.01",
01/15/23 4:02:56.011,"1004","19.03","56.01",
01/15/23 4:03:56.019,"1018","19.06","56.01",
01/15/23 4:04:56.022,"1009","19.07","55.92",
01/15/23 4:05:56.012,"1030","19.08","56.08",
01/15/23 4:06:56.015,"1076","19.14","56.33",
01/15/23 4:07:56.011,"1072","19.23","56.14",
01/15/23 4:08:56.022,"1083","19.36","55.92",
01/15/23 4:09:56.014,"1078","19.37","55.57",
01/15/23 4:10:56.023,"1063","19.41","55.54",
01/15/23 4:11:56.012,"1055","19.4","55.39",
01/15/23 4:12:56.020,"1064","19.41","55.39",
01/15/23 4:13:56.010,"1059","19.4","55.42",
01/15/23 4:14:56.018,"1050","19.41","55.35",
01/15/23 4:15:56.022,"1049","19.39","55.32",
01/15/23 4:16:56.025,"1045","19.38","55.35",
01/15/23 4:17:56.017,"1046","19.36","55.35",
01/15/23 4:18:56.012,"1042","19.33","55.35",
01/15/23 4:19:56.016,"1038","19.32","55.42",
01/15/23 4:20:56.020,"1041","19.3","55.45",
01/15/23 4:21:56.024,"1032","19.29","55.51",
01/15/23 4:22:56.020,"1034","19.28","55.48",
01/15/23 4:23:56.020,"1032","19.27","55.51",
01/15/23 4:24:56.022,"1031","19.26","55.51",
01/15/23 4:25:56.019,"1031","19.26","55.51",
01/15/23 4:26:56.014,"1028","19.24","55.54",
01/15/23 4:27:56.021,"1025","19.23","55.57",
01/15/23 4:28:56.025,"1030","19.22","55.57",
01/15/23 4:29:56.017,"1025","19.2","55.54",
01/15/23 4:30:56.013,"1025","19.18","55.54",
01/15/23 4:31:56.023,"1025","19.18","55.57",
01/15/23 4:32:56.022,"1020","19.18","55.57",
01/15/23 4:33:56.015,"1012","19.16","55.57",
01/15/23 4:34:56.020,"1014","19.16","55.57",
01/15/23 4:35:56.026,"1013","19.16","55.51",
01/15/23 4:36:56.016,"1009","19.14","55.51",
01/15/23 4:37:56.014,"1016","19.12","55.64",
01/15/23 4:38:56.025,"1013","19.12","55.61",
01/15/23 4:39:56.027,"1007","19.1","55.61",
01/15/23 4:40:56.016,"1008","19.08","55.61",
01/15/23 4:41:56.019,"1008","19.08","55.64",
01/15/23 4:42:56.015,"1010","19.07","55.67",
01/15/23 4:43:56.017,"1004","19.06","55.61",
01/15/23 4:44:56.016,"1002","19.06","55.61",
01/15/23 4:45:56.020,"1000","19.07","55.57",
01/15/23 4:46:56.027,"997","19.04","55.61",
01/15/23 4:47:56.021,"1000","19.03","55.61",
01/15/23 4:48:56.027,"997","19","55.64",
01/15/23 4:49:56.023,"1001","19","55.61",
01/15/23 4:50:56.015,"997","19","55.61",
01/15/23 4:51:56.016,"997","19","55.57",
01/15/23 4:52:56.025,"990","18.99","55.61",
01/15/23 4:53:56.016,"992","18.98","55.57",
01/15/23 4:54:56.022,"997","18.98","55.67",
01/15/23 4:55:56.028,"985","18.95","55.67",
01/15/23 4:56:56.025,"991","18.97","55.61",
01/15/23 4:57:56.016,"983","18.96","55.54",
01/15/23 4:58:56.025,"985","18.95","55.57",
01/15/23 4:59:56.014,"987","18.94","55.57",
01/15/23 5:00:56.020,"983","18.94","55.51",
01/15/23 5:01:56.016,"981","18.96","55.51",
01/15/23 5:02:56.024,"981","18.95","55.54",
01/15/23 5:03:56.016,"985","18.94","55.57",
01/15/23 5:04:56.027,"984","18.94","55.64",
01/15/23 5:05:56.015,"983","18.93","55.61",
01/15/23 5:06:56.021,"988","18.93","55.61",
01/15/23 5:07:56.016,"985","18.92","55.64",
01/15/23 5:08:56.024,"990","18.92","55.67",
01/15/23 5:09:56.014,"994","18.92","55.7",
01/15/23 5:10:56.019,"1000","18.96","55.7",
01/15/23 5:11:56.023,"1013","19.02","55.86",
01/15/23 5:12:56.016,"1041","19.12","55.92",
01/15/23 5:13:56.023,"1056","19.23","55.67",
01/15/23 5:14:56.028,"1020","19.28","55.2",
01/15/23 5:15:56.017,"1000","19.3","54.92",
01/15/23 5:16:56.023,"1003","19.32","54.85",
01/15/23 5:17:56.023,"1007","19.31","54.88",
01/15/23 5:18:56.030,"1008","19.32","54.92",
01/15/23 5:19:56.017,"1005","19.31","54.88",
01/15/23 5:20:56.020,"1001","19.3","54.95",
01/15/23 5:21:56.023,"1008","19.3","55.01",
01/15/23 5:22:56.021,"1004","19.27","55.04",
01/15/23 5:23:56.014,"999","19.25","55.04",
01/15/23 5:24:56.020,"1004","19.25","55.07",
01/15/23 5:25:56.028,"1009","19.23","55.13",
01/15/23 5:26:56.029,"1007","19.22","55.2",
01/15/23 5:27:56.026,"1003","19.2","55.23",
01/15/23 5:28:56.017,"1003","19.19","55.26",
01/15/23 5:29:56.026,"997","19.18","55.29",
01/15/23 5:30:56.017,"1002","19.18","55.29",
01/15/23 5:31:56.021,"1004","19.17","55.29",
01/15/23 5:32:56.019,"996","19.16","55.29",
01/15/23 5:33:56.026,"999","19.15","55.29",
01/15/23 5:34:56.016,"991","19.13","55.29",
01/15/23 5:35:56.030,"991","19.12","55.32",
01/15/23 5:36:56.017,"996","19.12","55.32",
01/15/23 5:37:56.018,"988","19.1","55.32",
01/15/23 5:38:56.029,"985","19.1","55.32",
01/15/23 5:39:56.017,"991","19.08","55.29",
01/15/23 5:40:56.017,"979","19.07","55.26",
01/15/23 5:41:56.023,"985","19.06","55.26",
01/15/23 5:42:56.022,"978","19.05","55.29",
01/15/23 5:43:56.022,"974","19.04","55.26",
01/15/23 5:44:56.028,"969","19.03","55.26",
01/15/23 5:45:56.030,"973","19.03","55.26",
01/15/23 5:46:56.020,"965","19.02","55.26",
01/15/23 5:47:56.025,"967","19.03","55.29",
01/15/23 5:48:56.017,"964","19","55.26",
01/15/23 5:49:56.026,"959","19","55.29",
01/15/23 5:50:56.016,"962","19","55.26",
01/15/23 5:51:56.020,"966","18.99","55.29",
01/15/23 5:52:56.019,"963","18.98","55.26",
01/15/23 5:53:56.029,"964","18.98","55.2",
01/15/23 5:54:56.021,"956","18.98","55.13",
01/15/23 5:55:56.026,"952","18.97","55.1",
01/15/23 5:56:56.028,"954","18.96","55.1",
01/15/23 5:57:56.028,"951","18.95","55.2",
01/15/23 5:58:56.032,"956","18.93","55.29",
01/15/23 5:59:56.022,"957","18.93","55.32",
01/15/23 6:00:56.017,"962","18.93","55.29",
01/15/23 6:01:56.025,"960","18.94","55.32",
01/15/23 6:02:56.031,"966","18.94","55.29",
01/15/23 6:03:56.021,"963","18.94","55.29",
01/15/23 6:04:56.032,"961","18.93","55.29",
01/15/23 6:05:56.025,"962","18.92","55.29",
01/15/23 6:06:56.024,"965","18.93","55.29",
01/15/23 6:07:56.025,"962","18.92","55.29",
01/15/23 6:08:56.028,"964","18.92","55.32",
01/15/23 6:09:56.026,"960","18.9","55.32",
01/15/23 6:10:56.018,"959","18.89","55.32",
01/15/23 6:11:56.021,"959","18.9","55.29",
01/15/23 6:12:56.019,"952","18.88","55.35",
01/15/23 6:13:56.025,"978","18.92","55.54",
01/15/23 6:14:56.025,"1012","18.98","55.54",
01/15/23 6:15:56.032,"1032","19.1","55.54",
01/15/23 6:16:56.025,"1023","19.18","55.26",
01/15/23 6:17:56.022,"1008","19.2","55.04",
01/15/23 6:18:56.032,"998","19.22","54.82",
01/15/23 6:19:56.025,"991","19.23","54.7",
01/15/23 6:20:56.033,"994","19.2","54.7",
01/15/23 6:21:56.025,"992","19.21","54.7",
01/15/23 6:22:56.024,"988","19.2","54.63",
01/15/23 6:23:56.028,"985","19.18","54.63",
01/15/23 6:24:56.023,"975","19.16","54.66",
01/15/23 6:25:56.026,"978","19.16","54.7",
01/15/23 6:26:56.026,"972","19.14","54.7",
01/15/23 6:27:56.031,"976","19.13","54.76",
01/15/23 6:28:56.033,"967","19.12","54.76",
01/15/23 6:29:56.019,"965","19.12","54.76",
01/15/23 6:30:56.023,"957","19.1","54.73",
01/15/23 6:31:56.028,"959","19.08","54.79",
01/15/23 6:32:56.020,"956","19.07","54.85",
01/15/23 6:33:56.029,"962","19.07","54.88",
01/15/23 6:34:56.033,"965","19.04","54.95",
01/15/23 6:35:56.020,"964","19.04","54.95",
01/15/23 6:36:56.027,"956","19.05","54.92",
01/15/23 6:37:56.019,"959","19.05","54.95",
01/15/23 6:38:56.030,"953","19.03","54.95",
01/15/23 6:39:56.034,"956","19.02","54.95",
01/15/23 6:40:56.025,"960","19.02","54.95",
01/15/23 6:41:56.029,"957","19","54.95",
01/15/23 6:42:56.020,"954","19.02","54.88",
01/15/23 6:43:56.028,"955","19","54.85",
01/15/23 6:44:56.034,"953","18.98","54.88",
01/15/23 6:45:56.022,"963","18.97","55.01",
01/15/23 6:46:56.024,"959","18.97","55.01",
01/15/23 6:47:56.029,"964","18.98","55.01",
01/15/23 6:48:56.033,"967","18.96","55.01",
01/15/23 6:49:56.026,"963","18.97","55.01",
01/15/23 6:50:56.034,"957","18.97","55.01",
01/15/23 6:51:56.033,"957","18.99","54.85",
01/15/23 6:52:56.024,"969","18.97","54.98",
01/15/23 6:53:56.021,"966","18.97","55.07",
01/15/23 6:54:56.034,"967","18.98","55.1",
01/15/23 6:55:56.022,"977","18.98","55.1",
01/15/23 6:56:56.032,"976","18.98","55.13",
01/15/23 6:57:56.029,"971","18.98","55.2",
01/15/23 6:58:56.024,"975","18.98","55.26",
01/15/23 6:59:56.022,"972","18.98","55.26",
01/15/23 7:00:56.027,"973","18.98","55.32",
01/15/23 7:01:56.031,"978","18.96","55.39",
01/15/23 7:02:56.026,"979","18.97","55.45",
01/15/23 7:03:56.031,"981","18.97","55.45",
01/15/23 7:04:56.034,"981","18.97","55.57",
01/15/23 7:05:56.024,"988","18.96","55.61",
01/15/23 7:06:56.032,"982","18.98","55.35",
01/15/23 7:07:56.027,"991","18.97","55.48",
01/15/23 7:08:56.025,"994","18.96","55.54",
01/15/23 7:09:56.034,"1004","18.95","55.64",
01/15/23 7:10:56.022,"1002","18.94","55.7",
01/15/23 7:11:56.029,"1004","18.94","55.7",
01/15/23 7:12:56.037,"1009","18.94","55.7",
01/15/23 7:13:56.028,"1013","18.94","55.7",
01/15/23 7:14:56.025,"1017","18.93","55.76",
01/15/23 7:15:56.031,"1013","18.93","55.82",
01/15/23 7:16:56.025,"1024","18.93","55.76",
01/15/23 7:17:56.032,"1026","18.91","55.82",
01/15/23 7:18:56.026,"1047","18.9","55.98",
01/15/23 7:19:56.027,"1043","18.94","55.86",
01/15/23 7:20:56.032,"1059","18.98","55.82",
01/15/23 7:21:56.036,"1078","19.06","55.73",
01/15/23 7:22:56.032,"1078","19.2","55.57",
01/15/23 7:23:56.025,"1125","19.26","55.89",
01/15/23 7:24:56.029,"1096","19.29","55.32",
01/15/23 7:25:56.031,"1069","19.31","54.92",
01/15/23 7:26:56.031,"1082","19.3","55.07",
01/15/23 7:27:56.036,"1083","19.31","55.01",
01/15/23 7:28:56.036,"1080","19.3","55.01",
01/15/23 7:29:56.031,"1083","19.28","55.01",
01/15/23 7:30:56.030,"1080","19.28","54.98",
01/15/23 7:31:56.028,"1082","19.27","55.07",
01/15/23 7:32:56.032,"1074","19.24","55.1",
01/15/23 7:33:56.036,"1072","19.23","55.1",
01/15/23 7:34:56.024,"1074","19.2","55.17",
01/15/23 7:35:56.025,"1070","19.21","55.2",
01/15/23 7:36:56.030,"1068","19.19","55.23",
01/15/23 7:37:56.034,"1076","19.18","55.29",
01/15/23 7:38:56.028,"1073","19.18","55.29",
01/15/23 7:39:56.034,"1074","19.15","55.32",
01/15/23 7:40:56.039,"1073","19.16","55.35",
01/15/23 7:41:56.038,"1069","19.15","55.39",
01/15/23 7:42:56.028,"1077","19.12","55.39",
01/15/23 7:43:56.034,"1072","19.12","55.42",
01/15/23 7:44:56.039,"1073","19.12","55.45",
01/15/23 7:45:56.025,"1072","19.1","55.42",
01/15/23 7:46:56.027,"1073","19.09","55.42",
01/15/23 7:47:56.031,"1070","19.08","55.45",
01/15/23 7:48:56.036,"1071","19.06","55.45",
01/15/23 7:49:56.040,"1064","19.07","55.45",
01/15/23 7:50:56.027,"1063","19.05","55.45",
01/15/23 7:51:56.029,"1060","19.04","55.42",
01/15/23 7:52:56.035,"1056","19.03","55.45",
01/15/23 7:53:56.035,"1056","19.01","55.45",
01/15/23 7:54:56.038,"1050","19.01","55.45",
01/15/23 7:55:56.028,"1056","19","55.45",
01/15/23 7:56:56.039,"1052","19","55.45",
01/15/23 7:57:56.032,"1051","18.98","55.45",
01/15/23 7:58:56.039,"1047","18.99","55.45",
01/15/23 7:59:56.027,"1053","18.98","55.45",
01/15/23 8:00:56.031,"1044","18.97","55.45",
01/15/23 8:01:56.035,"1047","18.96","55.42",
01/15/23 8:02:56.032,"1043","18.96","55.42",
01/15/23 8:03:56.037,"1041","18.95","55.42",
01/15/23 8:04:56.036,"1045","18.94","55.45",
01/15/23 8:05:56.038,"1040","18.94","55.51",
01/15/23 8:06:56.030,"1037","18.94","55.45",
01/15/23 8:07:56.039,"1035","18.93","55.45",
01/15/23 8:08:56.035,"1039","18.93","55.51",
01/15/23 8:09:56.027,"1043","18.91","55.51",
01/15/23 8:10:56.032,"1041","18.92","55.51",
01/15/23 8:11:56.032,"1041","18.92","55.48",
01/15/23 8:12:56.036,"1038","18.94","55.45",
01/15/23 8:13:56.039,"1037","18.92","55.45",
01/15/23 8:14:56.030,"1041","18.92","55.45",
01/15/23 8:15:56.033,"1034","18.92","55.42",
01/15/23 8:16:56.038,"1039","18.92","55.45",
01/15/23 8:17:56.027,"1034","18.9","55.45",
01/15/23 8:18:56.030,"1039","18.88","55.45",
01/15/23 8:19:56.034,"1036","18.88","55.42",
01/15/23 8:20:56.039,"1028","18.88","55.45",
01/15/23 8:21:56.041,"1028","18.87","55.48",
01/15/23 8:22:56.035,"1026","18.88","55.45",
01/15/23 8:23:56.041,"1032","18.88","55.48",
01/15/23 8:24:56.032,"1043","18.93","55.57",
01/15/23 8:25:56.034,"1124","19.04","56.11",
01/15/23 8:26:56.039,"1125","19.19","55.67",
01/15/23 8:27:56.040,"1121","19.24","55.29",
01/15/23 8:28:56.038,"1093","19.24","55.1",
01/15/23 8:29:56.027,"1083","19.25","54.92",
01/15/23 8:30:56.031,"1074","19.25","54.79",
01/15/23 8:31:56.036,"1060","19.25","54.79",
01/15/23 8:32:56.028,"1053","19.23","54.76",
01/15/23 8:33:56.033,"1052","19.21","54.79",
01/15/23 8:34:56.038,"1047","19.19","54.82",
01/15/23 8:35:56.043,"1044","19.18","54.76",
01/15/23 8:36:56.035,"1035","19.16","54.82",
01/15/23 8:37:56.037,"1032","19.16","54.82",
01/15/23 8:38:56.031,"1030","19.14","54.76",
01/15/23 8:39:56.039,"1024","19.13","54.82",
01/15/23 8:40:56.042,"1024","19.1","54.82",
01/15/23 8:41:56.032,"1027","19.1","54.92",
01/15/23 8:42:56.042,"1025","19.11","54.92",
01/15/23 8:43:56.035,"1020","19.09","54.95",
01/15/23 8:44:56.041,"1026","19.08","54.95",
01/15/23 8:45:56.044,"1024","19.09","54.95",
01/15/23 8:46:56.030,"1022","19.08","54.92",
01/15/23 8:47:56.035,"1020","19.1","54.88",
01/15/23 8:48:56.040,"1016","19.11","54.88",
01/15/23 8:49:56.030,"1020","19.11","54.88",
01/15/23 8:50:56.039,"1020","19.11","54.82",
01/15/23 8:51:56.043,"1024","19.12","54.82",
01/15/23 8:52:56.037,"1018","19.13","54.82",
01/15/23 8:53:56.038,"1008","19.09","54.82",
01/15/23 8:54:56.030,"1008","19.1","54.82",
01/15/23 8:55:56.035,"1004","19.06","54.79",
01/15/23 8:56:56.040,"1003","19.07","54.76",
01/15/23 8:57:56.033,"1002","19.08","54.73",
01/15/23 8:58:56.037,"1002","19.06","54.76",
01/15/23 8:59:56.029,"994","19.05","54.79",
01/15/23 9:00:56.034,"1000","19.02","54.79",
01/15/23 9:01:56.038,"991","19.02","54.76",
01/15/23 9:02:56.033,"985","19.02","54.73",
01/15/23 9:03:56.042,"988","19.01","54.73",
01/15/23 9:04:56.033,"988","19.03","54.76",
01/15/23 9:05:56.038,"988","19","54.76",
01/15/23 9:06:56.030,"980","19","54.73",
01/15/23 9:07:56.039,"987","18.98","54.73",
01/15/23 9:08:56.044,"984","18.98","54.76",
01/15/23 9:09:56.038,"984","18.97","54.76",
01/15/23 9:10:56.044,"981","18.98","54.76",
01/15/23 9:11:56.032,"986","18.98","54.66",
01/15/23 9:12:56.040,"983","18.98","54.66",
01/15/23 9:13:56.044,"979","19","54.66",
01/15/23 9:14:56.033,"974","18.98","54.79",
01/15/23 9:15:56.036,"985","18.96","54.76",
01/15/23 9:16:56.039,"978","18.98","54.79",
01/15/23 9:17:56.044,"977","18.99","54.73",
01/15/23 9:18:56.033,"982","19","54.76",
01/15/23 9:19:56.040,"975","18.99","54.7",
01/15/23 9:20:56.042,"978","18.99","54.66",
01/15/23 9:21:56.032,"981","18.98","54.7",
01/15/23 9:22:56.042,"983","19","54.73",
01/15/23 9:23:56.033,"1011","19.02","54.95",
01/15/23 9:24:56.038,"1031","19.06","55.01",
01/15/23 9:25:56.041,"1049","19.16","54.85",
01/15/23 9:26:56.038,"1099","19.3","54.92",
01/15/23 9:27:56.036,"1044","19.34","54.44",
01/15/23 9:28:56.044,"1014","19.36","54.1",
01/15/23 9:29:56.036,"1018","19.41","54.01",
01/15/23 9:30:56.040,"1013","19.37","53.94",
01/15/23 9:31:56.044,"1007","19.38","53.91",
01/15/23 9:32:56.032,"1003","19.38","53.91",
01/15/23 9:33:56.037,"1001","19.37","53.94",
01/15/23 9:34:56.042,"1003","19.32","53.97",
01/15/23 9:35:56.044,"1006","19.36","54.01",
01/15/23 9:36:56.032,"993","19.34","54.01",
01/15/23 9:37:56.040,"998","19.3","54.01",
01/15/23 9:38:56.034,"997","19.28","54.07",
01/15/23 9:39:56.041,"992","19.26","54.04",
01/15/23 9:40:56.033,"990","19.27","54.07",
01/15/23 9:41:56.039,"990","19.26","54.07",
01/15/23 9:42:56.046,"980","19.24","54.1",
01/15/23 9:43:56.036,"978","19.24","54.1",
01/15/23 9:44:56.041,"980","19.25","54.07",
01/15/23 9:45:56.044,"984","19.23","54.16",
01/15/23 9:46:56.046,"975","19.24","54.16",
01/15/23 9:47:56.043,"984","19.22","54.16",
01/15/23 9:48:56.034,"980","19.22","54.19",
01/15/23 9:49:56.036,"973","19.2","54.19",
01/15/23 9:50:56.039,"977","19.19","54.19",
01/15/23 9:51:56.042,"981","19.22","54.19",
01/15/23 9:52:56.034,"978","19.2","54.19",
01/15/23 9:53:56.041,"985","19.19","54.19",
01/15/23 9:54:56.048,"975","19.18","54.13",
01/15/23 9:55:56.035,"971","19.18","54.13",
01/15/23 9:56:56.038,"969","19.19","54.13",
01/15/23 9:57:56.045,"969","19.2","54.1",
01/15/23 9:58:56.036,"967","19.19","54.1",
01/15/23 9:59:56.044,"967","19.15","54.07",
01/15/23 10:00:56.034,"963","19.17","54.07",
01/15/23 10:01:56.040,"961","19.19","54.07",
01/15/23 10:02:56.044,"955","19.17","54.07",
01/15/23 10:03:56.046,"957","19.15","54.07",
01/15/23 10:04:56.037,"950","19.14","54.07",
01/15/23 10:05:56.041,"953","19.16","54.04",
